"TORG","GROUP","PRIMARY"
"T514","NATIONAL UNION FOR THE TOTAL INDEPENDENCE OF ANGOLA (UNITA)",1
"T514","NATIONAL UNION FOR THE TOTAL INDEPENDENCE OF ANGOLA",0
"T514","UNIAO NACIONAL PARA A INDEPENDENCIA TOTAL DE ANGOLA",0
"T514","UNIÌO NACIONAL PARA A INDEPENDæNCIA TOTAL DE ANGOLA",0
"T514","UNITA",0
"T515","UNITED KUKI LIBERATION FRONT (UKLF) - INDIA",1
"T515","UNITED KUKI LIBERATION FRONT",0
"T515","UNITED KUKI LIBERATION FRONT - INDIA",0
"T515","UNITED KUKI LIBERATION FRONT (UKLF)",0
"T516","UNITED LIBERATION FRONT OF ASSAM (ULFA)",1
"T516","SANJUKTA MUKTI FOUJ (SMF)",0
"T516","UNITED LIBERATION FRONT OF ASOM (ULFA)",0
"T516","UNITED LIBERATION FRONT OF ASSAM",0
"T517","UNITED PEOPLE'S DEMOCRATIC SOLIDARITY (UPDS)",1
"T517","UNITED PEOPLEÕS DEMOCRATIC SOLIDARITY (UPDS)",0
"T518","UNITED POPULAR ACTION MOVEMENT",1
"T518","MOVIMIENTO DE ACCI¢N POPULAR UNITARIA (MAPU)",0
"T519","UNITED POPULAR LIBERATION ARMY OF AMERICA",1
"T520","UNITED REVOLUTIONARY FRONT",1
"T520","FRENTE REVOLUCIONARIO UNIDO",0
"T520","THE UNITED REVOLUTIONARY FRONT",0
"T521","UNITED SELF DEFENSE UNITS OF COLOMBIA (AUC)",1
"T521","AUTODEFENSAS UNIDAS DE COLOMBIA",0
"T521","COLOMBIAN UNITED SELF-DEFENCE GROUPS (AUC)",0
"T521","LAS AUTODEFENSAS UNIDAS DE COLOMBIA (AUC)",0
"T521","UNITED SELF-DEFENSE FORCES OF COLOMBIA (AUC)",0
"T521","UNITED SELF-DEFENSE GROUP OF COLOMBIA",0
"T522","UNITED SELF-DEFENSE FORCES OF VENEZUELA (AUV)",1
"T522","LAS AUTODEFENSAS UNIDAS DE VENEZUELA (AUV)",0
"T523","UNITED TAJIK OPPOSITION (UTO)",1
"T523","UNITED TAJIK OPPOSITION",0
"T524","USD ALLAH",1
"T524","LIONS OF GOD",0
"T525","UYGUR HOLY WAR ORGANIZATION",1
"T526","VENCEREMOS",1
"T526","WE WILL WIN",0
"T527","VIGOROUS BURMESE STUDENT WARRIORS",1
"T527","THE VIGOROUS BURMESE STUDENT WARRIORS",0
"T528","VITALUNISMO",1
"T528","AVENISMO",0
"T529","WAFFEN SS",1
"T530","WEATHER UNDERGROUND ORGANIZATION (WUO) / WEATHERMEN",1
"T530","ACTION FACTION",0
"T530","WEATHER UNDERGROUND",0
"T530","WEATHER UNDERGROUND, WEATHERMEN",0
"T530","WEATHERMEN",0
"T531","WEST NILE BANK FRONT (WNBF)",1
"T532","WHITE LEGION (ECUADOR)",1
"T532","LEGION BLANCA",0
"T532","LEGIîN BLANCA",0
"T533","WHITE PATRIOT PARTY (WPP)",1
"T533","WHITE PATRIOT PARTY",0
"T534","WORKERS' REVOLUTIONARY PARTY",1
"T534","PARTIDO OBRERO REVOLUCIONARIO",0
"T535","WORLD PUNISHMENT ORGANIZATION",1
"T536","ISLAMIC JIHAD ORGANIZATION (YEMEN)",1
"T536","YEMEN ISLAMIC JIHAD",0
"T537","YOUTH ACTION GROUP",1
"T538","ZARATE WILLKA ARMED FORCES OF LIBERATION",1
"T538","FUERZAS ARMADAS DE LIBERACI¢N ? ZARATE WILLKA",0
"T539","ZIMBABWE AFRICAN NATIONALIST UNION (ZANU)",1
"T540","ZIONIST ACTION GROUP",1
"T541","ZOMI REVOLUTIONARY ARMY (ZRA)",1
"T541","ZOMI REVOLUTIONARY ARMY",0
"T542","ETHIOPIAN PEOPLE'S REVOLUTIONARY PARTY",1
"T542","ETHIOPIAN PEOPLES REVOLUTIONARY PARTY",0
"T543","FRONT FOR THE LIBERATION OF CABINDA / CABINDA ARMED FORCES (FLEC-FAC)",1
"T543","FLEC-FAC",0
"T543","FRENTE DA LIBERTACAO DO ENCLAVE DE CABINDA - FORCAS ARMADAS DE CABINDA",0
"T543","FRENTE DA LIBERTACAO DO ENCLAVE DE CABINDA-FORCAS ARMADAS DE CABINDA",0
"T543","FRENTE DA LIBERTA‚ÌO DO ENCLAVE DE CABINDA-FOR‚AS ARMADAS DE CABINDA",0
"T543","FRONT FOR THE LIBERATION OF CABINDA - CABINDA ARMED FORCES (FLEC-FAC)",0
"T543","FRONT FOR THE LIBERATION OF CABINDA-CABINDA ARMED FORCES (FLEC-FAC)",0
"T543","FRONT FOR THE LIBERATION OF THE CABINDA ENCLAVE - FORCES ARMADAS DE CABINDA",0
"T543","FRONT FOR THE LIBERATION OF THE CABINDA ENCLAVE-FORCES ARMADAS DE CABINDA",0
"T543","FRONT FOR THE LIBERATION OF THE ENCLAVE OF CABINDA - ARMED FORCES OF CABINDA",0
"T543","FRONT FOR THE LIBERATION OF THE ENCLAVE OF CABINDA-ARMED FORCES OF CABINDA",0
"T544","ALEXANDROS GRIGOROPOULOS ANARCHIST ATTACK GROUP",1
"T545","ACHIK NATIONAL VOLUNTEER COUNCIL (ANVC)",1
"T545","ACHIK NATIONAL VOLUNTEERS COUNCIL (ANVC)",0
"T545","ACHIK NATIONAL VOLUNTEERS' COUNCIL (ANVC)",0
"T546","2ND OF JUNE MOVEMENT",1
"T547","313 BRIGADE",1
"T547",313,0
"T547","\"313\"",0
"T548","URUGUAYAN ANARCHIST FEDERATION",1
"T549","OGADEN NATIONAL LIBERATION FRONT (ONLF)",1
"T549","JAVHADDA WADDANIGA XOREYNTA OGADDEENYA",0
"T549","OGADEN NATIONAL LIBERATION FRONT",0
"T550","MUSLIM BROTHERHOOD",1
"T551","ISLAMIC JIHAD SQUAD",1
"T551","TANZIM AL-JIHAD AL-ISLAMI",0
"T552","ISLAMIC JIHAD - THE TEMPLE",1
"T552","AL-JIHAD AL-ISLAMI - BAIT AL-MAQDAS",0
"T552","AL-JIHAD AL-ISLAMI (BAIT AL-MAQDAS)",0
"T553","ISLAMIC JIHAD - AL-AQSA BATTALIONS",1
"T554","PULO ARMY COMMAND COUNCIL",1
"T554","PATANI UNITED LIBERATION ORGANIZATION - ARMY COMMAND COUNCIL",0
"T554","PATANI UNITED LIBERATION ORGANIZATION - LEADERSHIP COUNCIL",0
"T554","PATANI UNITED LIBERATION ORGANIZATION (PULO) ARMY COMMAND COUNCIL",0
"T554","PATANI UNITED LIBERATION ORGANIZATION (PULO) LEADERSHIP COUNCIL",0
"T554","PULO LEADERSHIP COUNCIL",0
"T555","AL-FATIHIN ARMY (AFA)",1
"T556","NATIONAL REVOLUTIONARY FRONT",1
"T557","MUSLIMS AGAINST ILLEGITIMATE LEADERS",1
"T557","MUSLIMS AGAINST ILLEGITIMATE LEADERS (MAIL)",0
"T558","QIBLA",1
"T559","COMMUNIST PARTY OF EL SALVADOR",1
"T560","POPULAR REVOLUTIONARY BLOC (BPR)",1
"T560","PEOPLES REVOLUTIONARY BLOC",0
"T560","PEOPLES REVOLUTIONARY BLOC (BPR)",0
"T560","PEOPLE'S REVOLUTIONARY BLOC (BPR)",0
"T561","RED ACTION",1
"T562","WORKERS REVOLUTIONARY ARMY OF ARGENTINA",1
"T563","COMMUNIST PARTY OF INDIA - MAOIST (CPI-M)",1
"T563","COMMUNIST PARTY OF INDIA (MAOIST)",0
"T563","COMMUNIST PARTY OF INDIA MAOIST (CPI/M)",0
"T563","COMMUNIST PARTY OF INDIA MAOIST (CPI-M)",0
"T563","COMMUNIST PARTY OF INDIA MAOISTS",0
"T563","COMMUNIST PARTY OF INDIA MAOISTS (CPI/M)",0
"T563","COMMUNIST PARTY OF INDIA MAOISTS (CPI-M)",0
"T563","COMMUNIST PARTY OF INDIA-MAOIST",0
"T563","COMMUNIST PARTY OF INDIA-MAOIST (CPI/M)",0
"T563","COMMUNIST PARTY OF INDIA-MAOIST (CPI-M)",0
"T563","COMMUNIST PARTY OF INDIA-MAOIST (CPI-MAOIST)",0
"T563","COMMUNIST PARTY OF INDIA-MAOISTS (CPI/M)",0
"T563","COMMUNIST PARTY OF INDIA-MAOISTS (CPI-M)",0
"T563","CPI-MAOIST",0
"T564","JUVENTUD PERONISTA (PERONIST YOUTH)",1
"T564","JUVENTUD PERONISTA (JP)",0
"T564","PERONIST YOUTH",0
"T564","PERONIST YOUTH (JP)",0
"T565","JAPANESE COMMUNIST LEAGUE - RED ARMY FACTION",1
"T566","ISLAMIC MOVEMENT FOR CHANGE",1
"T567","POPULAR FRONT FOR THE LIBERATION OF PALESTINE - SPECIAL OPERATIONS",1
"T567","PFLP - EO",0
"T567","PFLP - SG",0
"T567","PFLP - SOG",0
"T567","PFLP - SPECIAL OPERATIONS",0
"T567","PFLP - SPECIAL OPERATIONS GROUP",0
"T567","PFLP-EO",0
"T567","PFLP-SG",0
"T567","PFLP-SOG",0
"T567","POPULAR FRONT FOR THE LIBERATION OF PALESTINE - EO",0
"T567","POPULAR FRONT FOR THE LIBERATION OF PALESTINE - EXTERNAL OPERATIONS",0
"T567","POPULAR FRONT FOR THE LIBERATION OF PALESTINE - SG",0
"T567","POPULAR FRONT FOR THE LIBERATION OF PALESTINE - SOG",0
"T567","POPULAR FRONT FOR THE LIBERATION OF PALESTINE - SPECIAL OPERATIONS GROUP",0
"T568","ESPERANZA, PAZ Y LIBERTAD (HOPE, PEACE AND FREEDOM)",1
"T568","ESPERANZA, PAZ Y LIBERTAD",0
"T568","ESPERANZA, PAZ Y LIBERTAD (EPL)",0
"T568","HOPE, PEACE AND FREEDOM",0
"T568","HOPE, PEACE AND FREEDOM (EPL)",0
"T569","AL-JUB TRIBE",1
"T570","AL-ABUD NETWORK",1
"T571","COMMUNIST PARTY OF THE PHILIPPINES, MARXIST-LENINIST (CPP-ML)",1
"T571","COMMUNIST PARTY OF THE PHILIPPINES",0
"T571","COMMUNIST PARTY OF THE PHILIPPINES, MARXIST-LENINIST-MAOSIM (MLM)",0
"T571","CPP",0
"T571","CPP-ML",0
"T571","MARXIST-LENINIST COMMUNIST PARTY (ML-CP)",0
"T571","PARTIDO KOMUNISTA NG PILIPINAS",0
"T572","NATIONAL FRONT FOR THE LIBERATION OF ANGOLA (FNLA)",1
"T572","DEMOCRATIC PARTY OF ANGOLA",0
"T572","FRENTE NACIONAL DE LIBERTACAO DE ANGOLA",0
"T572","FRENTE NACIONAL DE LIBERTA‚ÌO DE ANGOLA",0
"T572","FRENTE NACIONAL DE LIBERTACAO DE ANGOLA (FNLA)",0
"T572","FRENTE NACIONAL DE LIBERTA‚ÌO DE ANGOLA (FNLA)",0
"T572","FRENTE NACIONAL PARA LA LIBERACION DE ANGOLA",0
"T572","FRENTE NACIONAL PARA LA LIBERACIîN DE ANGOLA",0
"T572","FRENTE NACIONAL PARA LA LIBERACION DE ANGOLA (FNLA)",0
"T572","FRENTE NACIONAL PARA LA LIBERACIîN DE ANGOLA (FNLA)",0
"T572","MILITARY COUNCIL OF ANGOLAN RESISTANCE (COMIRA)",0
"T572","NATIONAL LIBERATION FRONT OF ANGOLA",0
"T572","UNION OF THE POPULATIONS OF ANGOLA (UPA)",0
"T573","MAKRIYANNIS FIGHTING GROUP",1
"T574","32 COUNTY SOVEREIGNTY MOVEMENT",1
"T574","32CSM",0
"T575","ORGANISATION OF PEOPLE IN ARMS (ORPA)",1
"T575","ORGANIZACION REVOLUCIONARIO DEL PUEBLO EN ARMAS",0
"T575","ORGANIZACIîN REVOLUCIONARIO DEL PUEBLO EN ARMAS",0
"T575","REVOLUTIONARY ORGANIZATION OF PEOPLE IN ARMS",0
"T575","REVOLUTIONARY ORGANIZATION OF PEOPLE IN ARMS (ORPA)",0
"T576","ANTI-IMPERIALIST CELL (AIZ)",1
"T576","ANTIIMPERIALISTISCHE ZELLE",0
"T577","METROPOLITAN POLITICAL COLLECTIVE",1
"T577","COLLETTIVO POLITICO METROPOLITANO",0
"T578","RED BRIGADES FIGHTING COMMUNIST UNION (BR-UCC)",1
"T578","COMBATANT COMMUNIST UNION RED BRIGADES",0
"T578","RED BRIGADES - UNION OF COMBATANT COMMUNISTS",0
"T578","RED BRIGADES - UNION OF COMBATANT COMMUNISTS (RB-UCC)",0
"T579","ALL KAMATAPUR LIBERATION FORCE",1
"T580","COLOMBIAN COMMUNIST PARTY",1
"T581","RICARDO FRANCO FRONT",1
"T581","DISSIDENT FARC",0
"T581","RICARDO FRANCO FRONT (DISSIDENT FARC)",0
"T582","UNION PATRIOTICA (UP)",1
"T582","PATRIOTIC UNION",0
"T582","PATRIOTIC UNION (UP)",0
"T582","UNION PATRIOTICA",0
"T583","GROUP OF GUERILLA COMBATANTS OF JOSE MARIA MORELOS Y PAVON (CGNJMMP)",1
"T583","CGNJMMP",0
"T583","COORDINADORA GUERRILLERA NACIONAL JOSE MARIA MORELOS Y PAVON",0
"T583","GROUP OF GUERILLA COMBATANTS OF JOSE MARIA MORELOS Y PAVON",0
"T583","JOSE MARIA MORELOS Y PAVON NATIONAL GUERRILLA COORDINATING GROUP",0
"T583","JOSE MARIA MORELOS Y PAVON NATIONAL GUERRILLA COUNCIL",0
"T584","POPULAR REVOLUTIONARY ARMY (MEXICO)",1
"T584","EJERCITO POPULAR REVOLUCIONARIO",0
"T584","EJƒRCITO POPULAR REVOLUCIONARIO",0
"T584","EJERCITO POPULAR REVOLUCIONARIO (EPR)",0
"T584","EJERCITO POPULAR REVOLUCIONARIO (EPR)",0
"T584","EJƒRCITO POPULAR REVOLUCIONARIO (EPR)",0
"T584","PEOPLE'S REVOLUTIONARY ARMY (ERP) (MEXICO)",0
"T584","POPULAR REVOLUTIONARY ARMY",0
"T584","POPULAR REVOLUTIONARY ARMY OF THE PEOPLE (MEXICO)",0
"T585","FRIENDLY COMPANY",1
"T586","PASOK",1
"T586","PANHELLENIC SOCIALIST MOVEMENT",0
"T587","ANTI-STATE STRUGGLE",1
"T588","\"1 MAY\"",1
"T588",41395,0
"T588","1-May",0
"T589","AL-MUJAHEDIN BRIGADES (PALESTINE)",1
"T590","RED INITIATIVE",1
"T591","REVOLUTIONARY SOLIDARITY GROUP",1
"T592","RUSSIAN REVIVAL",1
"T593","30TH OF NOVEMBER",1
"T593","30TH OF NOVEMBER MOVEMENT",0
"T593","MOVIMIENTO 30 DE NOVIEMBRE",0
"T594","NATIONAL FRONT FOR THE LIBERATION OF CUBA (FLNC)",1
"T594","CUBAN NATIONAL LIBERATION FRONT",0
"T594","FRENTE DE LIBERACION NACIONAL CUBANA",0
"T594","FRENTE DE LIBERACION NACIONAL CUBANA (FLNC)",0
"T595","COMMUNIST PARTY OF PERU",1
"T596","QUINTIN LAME COMMAND",1
"T596","QUINTIN LAME",0
"T597","JAMIAT ULEMA-E-ISLAM",1
"T597","ASSEMBLY OF ISLAMIC CLERGY",0
"T597","JAMIAT ULEMA-E-ISLAM (FAZLUR REHMAN)",0
"T597","JAMIATUL ULEMA-E-ISLAM",0
"T597","JUI-F",0
"T597","MAULANA FAZAL-UR-REHMANS FACTION OF JAMIAT ULEMA E ISLAM",0
"T597","MAULANA FAZAL-UR-REHMANS FACTION OF JAMIAT ULEMA-E-ISLAM",0
"T597","MAULANA FAZAL-UR-REHMAN'S FACTION OF JAMIAT ULEMA-E-ISLAM",0
"T597","MAULANA FAZAL-UR-REHMAN'S FACTION OF JAMIAT ULEMA-E-ISLAM (JUI-F)",0
"T598","AFGHAN JIHAD COUNCIL",1
"T599","MUJAHIDEEN ISLAM PATTANI",1
"T599","MUJAHIDEEN PATTANI",0
"T600","ANARKISTA JORGE BANOS FRONT OF THE EVERYONE FOR THE HOMELAND MOVEMENT (MTP)",1
"T601","GROUPS FOR SABOTAGE",1
"T602","ANSAR AL SUNNAH (PALESTINE)",1
"T603","MALUKU SOVEREIGNTY FRONT (FKM)",1
"T603","MALUKU SOVEREIGNTY FRONT",0
"T603","MALUKU SOVEREIGNTYY FRONT",0
"T603","MALUKU SOVEREIGNTYY FRONT (FKM)",0
"T604","PALESTINIAN NATIONAL AUTHORITY (PNA)",1
"T604","PALESTINIAN NATIONAL AUTHORITY",0
"T605","ERITREAN PEOPLE'S LIBERATION FRONT (EPLF)",1
"T605","ERITREAN PEOPLES LIBERATION FRONT",0
"T605","ERITREAN PEOPLE'S LIBERATION FRONT",0
"T606","TKEP",1
"T606","COMMUNIST LABOUR PARTY OF TURKEY",0
"T606","TURKIYE KOMUNIST EMEK PARTISI",0
"T607","CHECHEN REPUBLIC OF ICHKERIA",1
"T608","TIIKP",1
"T608","REVOLUTIONARY WORKERS AND PEASANTS PARTY OF TURKEY",0
"T608","REVOLUTIONARY WORKERS AND PEASANTS PARTY OF TURKEY (TIIKP)",0
"T608","TURKIYE IHTILALCI ISCI KOYLU PARTISI",0
"T608","TURKIYE IHTILALCI ISCI KOYLU PARTISI (REVOLUTIONARY WORKERS AND PEASANTS PARTY OF TURKEY)",0
"T608","TURKIYE IHTILALCI ISCI KOYLU PARTISI (TIIKP)",0
"T609","TUPAC ATARI MOVEMENT (MTA)",1
"T610","RED DE SOLIDARIDAD CON VENEZUELA REVOLUCIONARIA (RESOLVER)",1
"T611","HOLY SPIRIT MOVEMENT",1
"T612","COMBINED LOYALIST MILITARY COMMAND",1
"T613","ULSTER DEMOCRATIC PARTY",1
"T614","ULSTER POLITICAL RESEARCH GROUP (UPRG)",1
"T615","SHANKHILL ROAD BUTCHERS",1
"T616","ULSTER ARMY COUNCIL",1
"T617","NATIONAL DEMOCRATIC ALLIANCE OF SUDAN",1
"T618","UMMAH PARTY",1
"T618","THE UMMA PARTY",0
"T618","UMMA PARTY",0
"T618","UMMAH",0
"T619","NATIONAL SOCIALIST COUNCIL OF NAGALAND",1
"T619","NATIONAL SOCIALIST COUNCIL OF NAGALAND (NSCN)",0
"T620","NATIONAL SOCIALIST COUNCIL OF NAGALAND-ISAK-MUIVAH (NSCN-IM)",1
"T620","NATIONAL SOCIALIST COUNCIL OF NAGALAND - ISAK-MUIVAH",0
"T620","NATIONAL SOCIALIST COUNCIL OF NAGALAND - ISAK-MUIVAH (NSCN-IM)",0
"T620","NSCN-IM",0
"T621","KACHIN INDEPENDENCE ARMY (KIA)",1
"T621","KACHIN INDEPENDENCE ARMY",0
"T621","KACHIN INDEPENDENCE ORGANIZATION",0
"T621","KACHIN INDEPENDENCE ORGANIZATION (KIO)",0
"T622","MUSLIM UNITED LIBERATION TIGERS OF ASSAM (MULTA)",1
"T622","MULTA",0
"T622","MUSLIM UNITED LIBERATION TIGERS OF ASSAM",0
"T623","ANSAR WA MOHAJIR (PAKISTAN)",1
"T624","KARBI LONGRI NORTH CACHAR LIBERATION FRONT (KLNLF)",1
"T624","KARBI LONGRI NC HILLS LIBERATION FRONT",0
"T624","KARBI LONGRI NC HILLS LIBERATION FRONT (KLNLF)",0
"T624","KARBI LONGRI NC LIBERATION FRONT",0
"T624","KARBI LONGRI NC LIBERATION FRONT (KLNLF)",0
"T624","KARBI LONGRI NORTH CACHAR HILLS LIBERATION FRONT",0
"T624","KARBI LONGRI NORTH CACHAR HILLS LIBERATION FRONT (KLNLF)",0
"T624","KARBI LONGRI NORTH CACHAR LIBERATION FRONT",0
"T625","KARBI NATIONAL VOLUNTEERS (KNV)",1
"T626","KARBI PEOPLE'S FRONT (KPF)",1
"T626","KARBI PEOPLEÕS FRONT",0
"T626","KARBI PEOPLEÕS FRONT (KPF)",0
"T626","KARBI PEOPLES FRONT",0
"T626","KARBI PEOPLE'S FRONT",0
"T626","KARBI PEOPLES FRONT (KPF)",0
"T627","LAUTARO POPULAR REBEL FORCES (FRPL)",1
"T628","UNITED POPULAR ACTION MOVEMENT-LAUTARO (MAPU/L)",1
"T629","ERNESTO CHE GUEVARA GUERRILLA COORDINATING BOARD",1
"T630","CASANARE SELF-DEFENSE GROUP",1
"T631","CESAR SELF-DEFENSE GROUP",1
"T632","CUNDINAMARCA SELF-DEFENSE GROUP",1
"T633","EASTERN PLAINS SELF-DEFENSE GROUP",1
"T634","FRENTE CALIMA",1
"T635","FRENTE CAPITAL",1
"T636","MIDDLE MAGDALENA SELF-DEFENSE GROUP",1
"T637","PACIFIC BLOC",1
"T638","SANTANDER AND SOUTHERN CESAR SELF-DEFENSE GROUP",1
"T639","TURKISTAN ISLAMIC PARTY",1
"T639","TURKESTAN ISLAMIC PARTY",0
"T639","TURKESTAN ISLAMIC PARTY (CHINA)",0
"T639","TURKESTAN ISLAMIC PARTY (TIP)",0
"T639","TURKESTAN ISLAMIC PARTY (TIP) (CHINA)",0
"T639","TURKISTAN ISLAMIC PARTY (CHINA)",0
"T639","TURKISTAN ISLAMIC PARTY (TIP) (CHINA)",0
"T640","COORDINATION CENTER OF DEMOCRATIC FORCES OF TAJIKISTAN",1
"T641","DEMOCRATIC PARTY OF TAJIKISTAN (DPT)",1
"T642","ISLAMIC RENAISSANCE PARTY OF TAJIKISTAN (IRP)",1
"T643","MOVEMENT FOR ISLAMIC REVIVAL IN TAJIKISTAN (MIRT)",1
"T644","BRIGADES OF THE VICTORIOUS LION OF GOD",1
"T644","SARAYA ASAD-ALLAH AL-GHALIB",0
"T644","THE BRIGADES OF THE VICTORIOUS LION OF GOD",0
"T645","PRAIRIE FIRE ORGANIZING COMMITTEE (PFOC)",1
"T646","REVOLUTIONARY ARMED TASK FORCE",1
"T647","HARKAT-UL-ANSAR",1
"T647","HARAKAT-UL-ANSAR",0
"T647","HARKAT AL ANSAR",0
"T647","HARKAT UL ANSAR",0
"T647","HARKAT UL-ANSAR",0
"T647","HARKAT-AL-ANSAR",0
"T648","17N",1
"T649","ABU AL-ABBAS",1
"T649","ABU AL ABBAS",0
"T650","ACEH SUMATRA NATIONAL LIBERATION FRONT (ASNLF)",1
"T651","ALL NEPAL FREE NATIONALIST STUDENTS UNION",1
"T651","AKHIL KRANTIKARI",0
"T651","ALL NEPAL NATIONAL INDEPENDENT STUDENTS' UNION",0
"T652","ALL PAKISTAN MOHAJIR STUDENTS ORGANISATION",1
"T653","ALLIED DEMOCRATIC FORCES (ADF)",1
"T653","ALLIANCE OF DEMOCRATIC FORCES",0
"T653","ALLIANCE OF DEMOCRATIC FORCES (ADF)",0
"T654","ALLY REVOLUTIONARY ARMED TASK FORCE",1
"T655","AL-MANAR (HEZBOLLAH-OPERATED TELEVISION STATION)",1
"T655","AL-MANAR",0
"T656","ANSARUL ISLAM (PAKISTAN)",1
"T656","ANSAAR UL-ISLAM",0
"T656","ANSAAR UL-ISLAM (PAKISTAN)",0
"T656","ANSARUL ISLAM",0
"T656","SUPPORTERS OF ISLAM (PAKISTAN)",0
"T657","AMERICAN COALITION OF THIRD POSITIONISTS",1
"T657","INTERNATIONAL THIRD POSITION (AMERICAN BRANCH)",0
"T658","AQMUR",1
"T659","ANIMAL RIGHTS MILITIA",1
"T659","ANIMAL RIGHTS MILITIA (ARM)",0
"T660","ARMED ISLAMIC MOVEMENT",1
"T660","MOUVEMENT ISLAMIQUE ARMƒE",0
"T661","AUTHORITY",1
"T662","RED FLAG (VENEZUELA)",1
"T662","BANDERA ROJA",0
"T662","RED BANNER",0
"T663","BARISAN NATIONAL PEMBER-BASAN (BNPP)",1
"T664","BIRSA COMMANDO FORCE (BCF)",1
"T664","BIRSA COMMANDA FORCE (BCF)",0
"T665","BLACK CROSS",1
"T666","BLACK LIBERATION ARMY",1
"T666","AFRO-AMERICAN LIBERATION ARMY",0
"T667","BOEREMAG",1
"T668","BOUND FOR GLORY",1
"T669","SALAFI DAAWA GROUP",1
"T669","SALAFI DAWAH GROUP",0
"T670","CANADIAN FRONT",1
"T671","RESTORATION COUNCIL OF SHAN STATES",1
"T671","RESTORATION COUNCIL OF SHAN STATES (RCSS)",0
"T671","SHAN STATE ARMY-SOUTH COMMAND",0
"T671","SHAN STATE ARMY-SOUTH COMMAND (SSA-S)",0
"T672","ARAUCO MALLECO COORDINATING GROUP (CAM) - CHILE",1
"T673","CENTRAL AMERICAN REVOLUTIONARY WORKERS PARTY (PRTC)",1
"T673","CENTRAL AMERICAN WORKERS REVOLUTIONARY PARTY (PRTC)",0
"T673","CENTRAL AMERICAN WORKERS' REVOLUTIONARY PARTY (PRTC)",0
"T674","CENTRAL ASIAN UYGUR HEZBOLLAH (KAZAKHSTAN)",1
"T674","CENTRAL ASIAN UYGUR HIZBOLLAH (KAZAKHSTAN)",0
"T675","CHILEAN BATTALION",1
"T676","CHILEAN COMMUNIST PARTY",1
"T677","CHIN NATIONAL LIBERATION ARMY (CNLA)",1
"T678","COMMUNIST PARTY OF SPAIN - RECONSTITUTED",1
"T678","RECONSTITUTED COMMUNIST PARTY OF SPAIN",0
"T679","COMMUNIST PARTY OF THE ARMED FORCES OF LIBERATION (FAL)",1
"T680","ARMED REVOLUTIONARY ACTION (GREECE)",1
"T680","ENOPLI EPANASTATIKI DRASI",0
"T680","ENOPLI EPANASTATIKI DRASI (ENEDRA)",0
"T681","COORDINATION COMMITTEE OF MAOIST PARTIES AND ORGANIZATIONS OF SOUTH ASIA",1
"T681","CCOMPOSA",0
"T681","COORDINATION COMMITTEE OF MAOIST PARTIES AND ORGANIZATIONS OF SOUTH ASIA (CCOMPOSA)",0
"T681","COORDINATION COMMITTES OF MAOIST PARTIES AND ORGAINSATIONS",0
"T681","COORDINATION COMMITTES OF MAOIST PARTIES AND ORGAINSATIONS (CCOMPOSA)",0
"T681","COORDINATION COMMITTES OF MAOIST PARTIES AND ORGANIZATIONS",0
"T681","COORDINATION COMMITTES OF MAOIST PARTIES AND ORGANIZATIONS (CCOMPOSA)",0
"T682","COUNCIL FOR THE DEFENSE OF AFGHANISTAN",1
"T683","DECEMBER 12 MOVEMENT",1
"T684","DEMOCRATIC ALLIANCE OF 19 APRIL (AD-M19)",1
"T685","DEV YOL",1
"T686","DUKHTA-RAN-E-MILLAT",1
"T686","DAUGHTERS OF THE FAITH",0
"T686","DAUGHTERS OF THE NATION",0
"T686","DUKHTARAN-E-MILLAT",0
"T686","DUKHTARAN-E-MILLAT (DEM)",0
"T687","EARTH FIRST!",1
"T688","EASTERN TURKISTAN INTERNATIONAL COMMITTEE",1
"T689","EASTERN TURKISTAN ISLAMIC MOVEMENT (AFGHANISTAN)",1
"T690","EASTERN TURKISTAN ISLAMIC RESISTANCE MOVEMENT (TURKEY)",1
"T691","EASTERN TURKISTAN YOUTH LEAGUE (SWITZERLAND)",1
"T692","ARMY OF STATE LIBERATORS",1
"T693","EKIN",1
"T694","ATTACK TEAMS FOR THE DISSOLUTION OF THE NATION (GREECE)",1
"T695","BALOCHISTAN LIBERATION UNITED FRONT (BLUF)",1
"T696","BALUCHI MILITANT DEFENSE ARMY",1
"T697","EUROPEAN LIBERATION FRONT",1
"T697","EUROPEAN LIBERATION FRONT (ELF)",0
"T698","HIZBOLLAH (MAURITIUS)",1
"T698","HEZBALLAH (MAURITIUS)",0
"T698","HEZBOLLAH (MAURITIUS)",0
"T698","HIZBALLAH (MAURITIUS)",0
"T698","MAURITIAN HEZBALLAH",0
"T698","MAURITIAN HEZBOLLAH",0
"T698","MAURITIAN HIZBALLAH",0
"T698","MAURITIAN HIZBOLLAH",0
"T699","JEISH MUHAMMAD (IRAQ)",1
"T699","ARMY OF MUHAMMAD (IRAQ)",0
"T699","JEISH MUHAMMAD (JM) (IRAQ)",0
"T700","FIGHTERS FOR SOCIAL REVERSION (MAKHITES YIA TIN KOINONIKI ANATROPI)",1
"T701","BANGSAMORO NATIONAL LIBERATION ARMY",1
"T702","FILIPINO WORKERS PARTY",1
"T702","FILIPINO WORKERS PARTY (RPM-P)",0
"T702","REBOLUSYONARYONG PARTIDO NG MANGGAGAWA - PILIPINAS (RPM-P)",0
"T703","FLEC/LUBOTA",1
"T704","BHISAN HIMALI BAG",1
